friend,count
1328323945,1
22196150,1
722918687032938496,1
1228171883398356994,1
15235091,1
785900630376316929,1
989264988421357568,1
15441482,1
388679310,1
2496925550,1
2348971722,1
22837115,1
932431538586902528,1
755057897583804416,1
823998756655861760,1
1006979910756438017,1
1975307370,1
404945677,1
2548655256,1
269453926,1
18856968,1
18217950,1
18416309,1
394356299,1
44134773,1
346896433,1
2749733487,1
74820061,1
1224841128631062529,1
15537302,1
198323758,1
2715180255,1
887468509021732865,1
1217201244206485508,1
2332791337,1
16964008,1
3050285690,1
1880725393,1
3899282654,1
293905551,1
1047346166906671104,1
2598750288,1
1204803570060541958,1
2534058445,1
817196696199397376,1
62952071,1
3120304451,1
970499128089292802,1
1196981120316977152,1
1089401013067493378,1
726886149281615872,1
99402071,2
4896110615,1
18157057,1
1921010360,1
22278211,1
168406203,1
1080613988981923840,1
4610157794,1
4823428919,1
1213986920914534401,1
1218390719016120321,1
15467700,2
1171060303011962880,1
193441812,1
18497157,1
95961875,1
1098056912631939073,1
360925493,1
757790446714138629,1
133365580,1
373502415,1
3045283245,1
979928593680781312,1
3198427556,1
573120317,1
900656762,1
1213965335381995521,1
705490991143325696,1
1085573730049409026,1
198214070,1
945012234215755776,1
214501157,1
712522148334739456,1
101897413,1
1079360602454163456,1
879719513847209984,1
25261154,1
4895447718,1
392893830,1
468622636,1
3120410549,1
1102034928458493952,1
943282171988627456,1
1173221906,1
11040222,1
827262415121158145,1
951225554,1
3164351040,1
1041790931563937794,1
845366357243969536,1
4248922766,1
17109158,1
1061079586979635201,1
1172280589883531264,1
234015539,1
3545564475,1
957494105994493953,1
20278758,1
24454091,1
474508011,1
1117100767448530944,1
727624908545531904,1
357092583,2
22184909,1
5825262,1
1174805615010410496,1
35386529,1
982658628887949312,1
1200665885482127360,1
287932045,1
763046980977172481,1
18521997,1
1132524384747446272,1
1042947974983237632,1
23019899,1
98824984,1
1166008475891183616,1
941445693331427330,1
54415892,1
248628917,1
746891234598330372,1
279673090,1
1114942413192220674,1
15185023,1
778793167764140032,1
1146114392066387968,1
386056280,2
807323561924947968,1
1159474182058598402,1
193483308,1
886042169621987328,1
16950628,1
2705084226,1
3018644379,1
50873227,1
1189747641745334273,1
842501352945143809,1
924034057138311168,1
735605082448887812,1
2940185200,1
4733728937,1
4149877034,1
2195241,2
740728391377117184,1
169586297,1
69343589,1
1113269481487380485,1
24733117,1
1206284536373489664,1
4886264133,1
2839437577,1
901103529598889985,1
2396910715,1
3316842308,1
1052623760602279936,1
1105973569991991298,1
35638637,1
1020292422809587712,1
68752979,1
455499203,1
556865087,2
148192924,1
1147168101689151488,1
828996087935488000,1
404262940,1
825442498805899264,1
2557880190,1
16397938,1
136709012,1
1096068614,1
1016415942148947968,2
14652182,3
2617725320,1
2666975076,1
751535439413014529,1
273432430,1
208773595,1
3316346737,1
735347918094368769,1
35276403,1
518974455,1
3293971263,1
827494604144537600,1
797628048946462720,1
4846907534,1
712291024161415170,1
24727077,1
838498779351306241,1
265048029,1
835213468852711425,1
411704576,1
22084427,1
3091290801,1
2949261587,1
2987927980,1
52296416,1
175516780,1
27926008,1
1087537432420077569,1
939720581347409920,1
207723192,1
1323751477,1
52388573,1
282115372,1
863009182902923264,1
2493412550,1
1053865395256471552,1
15742338,1
1731805261,1
11789842,2
1529917477,1
149954544,1
84487147,1
349514099,1
1925337348,1
883095044848308225,1
816306802199527424,1
183026745,1
231938447,1
1025161458974437379,1
65167734,1
2292870580,2
404602545,1
1206356911,1
892659416,1
1049780272751935489,1
795811723244699648,1
1146192478002929665,1
35310824,1
262522904,1
263920111,1
285438873,1
2849612150,1
14966163,2
1006419421244678144,9
1019974187975430144,1
3361551916,1
110326494,2
4746162935,1
787399958081204224,1
1062953265254543360,1
826994232552337409,1
403647191,1
22467386,1
21146733,1
65464577,1
17891808,2
810585618031984640,1
262037597,1
1141513160790355968,1
3396244138,1
233831665,1
726229313427623937,1
255169044,1
3387889460,1
93463895,1
14788846,1
3050271631,1
1076254234490925056,1
619050616,3
2670726740,2
1139627239325093888,1
1169662493511208960,1
1149421859756134400,1
4107733121,1
1079582545753206784,1
792854706460749824,1
49243929,1
813140419055915009,1
475165737,1
1135270672735903746,1
594174121,1
18464266,1
22095410,1
443529647,1
1957814166,1
248980407,1
867868723541139457,1
154984224,1
1903105045,1
736021364,1
583053128,1
2326159760,1
214714335,1
918486168907509760,1
3016707206,1
1085287845588336646,1
1099694914504458240,1
1078221500870729730,1
866319852381679622,1
4333420673,1
81472079,1
775839620986761216,1
38385999,1
90813976,1
956702196,1
1138244802951204864,1
747202813470511105,1
52322492,1
743582209513259008,1
321020748,1
20124481,1
4812675838,1
498267407,1
1032051078152552448,1
1054430702781923328,1
1093145015360974848,1
1158072196981563392,1
1119391854,1
2765305510,1
703064726,1
2955195313,1
25020503,1
293882759,1
1159303954754428928,1
700236312,1
3160440357,1
1187002752284745729,1
1166945005178507264,1
742123423,1
773008866418188289,1
747782180,1
3697768212,1
861398108,1
2926126729,1
1092132077515010048,1
151561854,1
33418013,1
22737278,1
24190981,3
945374110426828801,1
818552539893399558,1
49166965,1
905634942486503424,1
962760463128940546,1
1072494043,1
870842873628864513,1
1945789495,1
1145755891427348482,1
1537044372,1
903095411430346752,1
18327000,1
1152568187097100288,1
863040334149898240,1
883159967162707969,1
48709219,1
1150864786076446720,1
869177241556668416,1
983219314907140096,1
984457534634422273,1
992190896501338112,1
1049117401244229632,1
755872938084147200,1
1141700312065073154,1
3017963387,1
331588308,1
187933166,1
710069753990266880,1
194215158,1
1153807663177838592,1
67612531,1
32339584,1
983896214,1
163665321,1
454995865,1
152646516,1
73333278,1
2972389007,1
1037511545608187905,1
260713626,1
1976696264,1
827531635121848327,1
3229959125,1
21825027,1
1155053088828354561,1
4233322168,1
799859257,1
1010758752,1
2282324790,1
154710721,1
117962892,1
101165026,1
875765779702185985,1
757349248853835777,1
65787481,1
1138904799045402624,1
387568556,1
385487610,1
2612640043,1
319769408,3
3360273773,1
24209167,1
932144719685091330,1
1671418796,1
63919477,1
66636747,1
34507480,12
16209180,1
754470018,1
423722690,1
16208846,1
111438456,1
2331828038,1
1178450905496248320,1
1116086891269505029,1
23176153,1
504695239,1
24529330,1
1153371569785311233,1
3312593701,1
63976434,1
319785911,2
1137327344341913600,1
742078456213733376,1
1100619262538981376,1
480614272,1
953435086296264705,1
106729239,1
734021147633803264,1
1055070224305807361,1
85730429,1
1686165270,1
3624296860,1
14858001,1
57708120,1
3329384049,1
17133739,1
705567572561895424,1
17472868,1
20419538,1
1136732399713361927,1
766059699414466560,1
3219928396,1
952828092208226304,1
902548250057728001,1
2751424611,1
947581435346673669,1
832821812689920001,1
2791286700,1
957372889954766848,1
230014111,1
2843399733,1
1017084306307604480,1
821082065659641857,1
1075203148401266688,1
1247766582,1
2290645782,1
1082733158959702016,1
708262148737265664,1
289480964,1
28185913,1
383927701,1
2829987121,1
1297729854,1
1035912728504938497,1
35022547,1
1063130775183331329,1
263751035,1
2451869035,1
129903093,1
32470793,1
1110565609505505281,1
66443782,1
4011052917,1
202778735,1
701508230413848576,1
1355681054,1
41939922,1
717914675883716608,1
133399427,1
1090595536183414784,1
1127433777108672512,1
69195665,1
1187330941,1
718168532899491840,1
3364511176,1
324198619,1
1733467884,1
38354090,1
45450562,1
32939851,2
83698948,1
707273903006068736,1
3909497352,1
16043238,1
4871048439,1
15715610,1
709499317661343744,1
15159229,1
335448010,1
1150643195757285377,1
27890789,1
37464675,1
905933930947166208,1
713188631805079553,1
4735301586,1
547007735,1
286811443,1
1045773514479939584,1
2733811994,1
1105659485027094528,1
1166362524528381952,1
485265192,1
2229201098,1
80937511,1
1093995651816480768,1
1713314599,1
903501584977485824,1
815733290955112448,1
1099888301736165376,1
3044739166,1
1086488208660021253,1
456749775,1
4893642923,1
1121508070083973120,1
1143046564459495424,1
931114904,1
4263127152,1
1102035782770974720,1
3013341881,1
4511215333,1
1328055342,1
943638548523208704,1
1094963766834405376,1
1167805771926638593,1
212716225,1
249665885,1
4889513576,1
25831828,1
3202604061,1
18857913,1
831182955359981570,1
302325594,1
253681362,1
182403389,1
1156411032887336961,1
542849198,1
39364684,13
776121625229991936,1
822769805111357440,1
1145639455048572928,1
985916593065476096,2
1117648282904174592,1
1146872797186220032,1
716269008484311040,1
260271716,1
2569499008,1
23354982,1
1127668997799813120,1
750796153,1
344349541,1
1681912843,1
2959243310,1
587875070,1
1141118932667027456,1
82954406,1
1356915373,1
73115362,1
314780676,1
850195476,1
57029492,1
3308342214,1
468017970,1
954895837477441536,1
14115676,1
1106798072477175809,1
15878631,1
414080020,1
169677889,1
473550899,1
281240297,1
33261847,1
102277392,1
890381594170712064,1
4191116902,1
141443118,1
156951199,1
1037505845901357056,1
1126222619743870977,1
381797742,1
949061126905651201,1
1041123995536375809,1
1999,1
1110788801427759104,1
3042864706,1
3560379048,1
102049487,1
1074791830049513472,1
787311063423455232,1
840714649599377412,1
1947647600,1
195631270,1
45122898,1
114232540,1
368760126,1
4862195348,1
89032883,1
985657563382534144,1
445889337,1
721135285753548800,1
43692411,1
878492569,1
93878869,1
886978293861363717,1
15840554,1
2193218298,1
1062048629853208582,1
1078058056854974466,1
1080286443883229184,1
1084823923047292929,1
1087450541293109248,1
1091864270378283009,1
1093914801137504257,1
1094689326242430976,1
1095736624296513536,1
1096937555877134337,1
1097893260234801152,1
1102670858785619974,1
1105590959327318018,1
1108416564238258176,1
1110817854289371136,1
1122636619058515968,1
1125501884184367107,1
1130173767903109121,1
1130216951404347392,1
1138232471584030720,1
1138975028257656832,1
1140063816455262208,1
1150196142170357761,1
1164428065,1
2273788212,1
710655792530198530,1
38312438,1
298614737,1
33145879,1
45500908,1
903997129424859136,1
813561607527821312,1
964999485091872768,1
323938202,1
15595780,1
709145426654420992,1
268974616,1
933476725,1
954391770,1
14097647,1
47899263,1
15963823,1
836765831811973120,1
227108373,1
3164447550,1
936631504981159937,1
24600048,1
3695759352,1
2453901939,1
755289573329100800,1
547114168,1
1851169292,1
24434867,1
2362263390,1
131489119,1
1936120344,1
573041366,1
264297241,1
589621591,1
912572004,1
3004199202,1
1097862328094244864,1
105947980,1
866953267,7
147244284,1
135416922,1
29560982,1
3188404405,1
841858095223578624,1
1619141623,1
954008220598751233,1
15176674,1
39411260,1
384900025,1
114656648,1
770357112971128837,1
66186852,1
195770810,1
417571583,1
3239311447,1
726311908182118405,1
1143015301669433345,1
3148772376,1
18097569,1
882724194148110336,1
1102368485512867840,1
110514178,1
382546895,1
195626802,1
790826030021931008,1
3140116603,1
722828784,1
2411278617,1
1148461061999194112,1
334548525,1
1113879045379371008,1
1123246413889064962,1
1118579462042476544,1
1123720829567688710,1
797959835371401216,1
239445071,1
55080227,1
198320341,1
33962079,1
1056680302133866496,1
737447436369592320,1
740528666396893185,1
46325629,1
796643574347689985,1
124834823,1
268086677,1
1642708962,1
14485783,1
21688445,1
43803195,1
54619276,1
885564911979507715,1
152911446,1
892153996621828098,1
2997403957,1
1088848044622135296,1
1067836776050565120,1
15972756,1
23094875,1
698632556879556608,1
1863537037,1
3310803258,1
20535018,1
822460915048189952,1
847601452839129089,1
16224540,1
994929859527954432,1
740093145157754882,1
198688169,1
4038252798,1
2990656381,1
541902518,1
21905129,1
740039629961867264,1
14154231,1
57405911,1
3409354083,1
704092390601064448,1
714940958207451136,1
825082644069232640,1
3267925982,1
93330058,1
2218836026,1
25508307,1
12883422,1
235338203,1
1116032405595283456,1
1137532069339418625,1
35028128,1
706209304378896384,1
3433416514,1
3361279126,1
203044193,1
36911433,1
19509858,1
584341620,1
196404316,1
16571294,1
829718947868057600,1
789126584791867392,1
234418701,1
83465209,1
4559408663,1
1884706496,1
28403414,1
4915266502,1
2916844244,1
94611763,1
3896318180,1
4442523615,1
16478805,1
3183672901,1
711626309458386944,1
21568150,1
51326500,1
695739791757963264,1
138238022,1
4557938895,1
718572610628399104,1
133032822,1
29561808,1
46271030,1
3106471185,1
18548184,1
1220018516,1
33314785,1
956730476055547904,1
3317155550,1
50776673,1
3675681314,1
35071910,1
177654585,1
96455198,1
426313432,1
2302481323,1
603023855,1
170641465,1
7347572,1
921820607108431872,1
988185682828021760,1
264381407,1
1152018139,1
2402401369,1
4808418847,1
1031577611091230720,1
1133781052105928704,1
3142472750,1
948510904160747521,1
1079250420583854082,1
3402873051,1
32674744,1
16118677,1
793242573313871873,1
754539672,1
30067748,1
932227030636269569,1
118191384,1
19672485,1
425030301,1
894037941034655748,1
2209853149,1
23167244,1
604656399,1
14718047,1
731889073829208064,1
15070209,1
214886970,1
822573869546541057,1
326025683,1
708797242740772864,1
1130551575888502791,1
709989618,1
45457465,1
1443817514,1
21508551,1
2490574814,1
733404811253547009,1
914976416,1
23663126,1
797835097135165441,1
215896862,1
1146754075087839234,1
568747594,1
883057285794332673,1
975455654,1
73407166,1
812402717738106880,1
57814239,1
776157611561332736,1
342162655,1
711410350847963136,1
1143577764311601152,1
23909973,1
19174497,1
750778971004997632,1
875144023673057280,1
2411167819,1
1317434246,1
782090190974099456,1
3401985454,1
1068809875,1
4826146761,1
2894146235,1
1121590593170358273,1
3051977351,1
61945751,1
3306235564,1
1119898332,1
14883106,1
119611997,1
809595542569259008,1
24977311,1
1077450984043888641,1
1423450130,1
4860927147,1
702269030707687424,1
1421582648,1
25406425,1
111517620,1
62368847,1
917388943192133632,1
2337137324,1
16387626,1
869295073,1
2464138554,1
3486814228,1
